'0421_SL2_wellLabel','0421_SL2_wallTag','0421_SL2_PL_pos','0421_SL2_PL_pos_s','0421_SL2_PL_FWHM','0421_SL2_PL_FWHM_s','0421_SL2_PL_height','0421_SL2_PL_height_s','0421_SL2_PL_area','0421_SL2_PL_area_s','0421_SL2_PL_sum','0421_SL2_PL_OD390','0421_SL2_PL_sum/OD390','0421_SL2_PL_ref','0421_SL2_PL_FOM','0421_SL2_PL_sum/OD390_a','0421_SL2_PL_sum/OD390_b','0421_SL2_PL_FOM_a','0421_SL2_PL_FOM_b','0421_SL2_conc'
A1,1,513.517,0.144757,20.1222,0.514427,1784.29,122.414,56397.4,2955.42,19967,1.26921,15731.9,16846.8,0.958623,15731.9,,0.958623,,1
A2,1,514.585,0.150985,20.2656,0.537851,121.697,8.6716,3873.98,210.92,1392,0.0423603,32860.9,16867.9,2.00239,32860.9,,2.00239,,19
A3,1,514.925,0.134595,19.5113,0.47512,87.2209,5.69098,2673.16,133.079,997,-0.0472548,-21098.4,15535.2,-1.28563,-21098.4,,-1.28563,,32.4
A4,1,515.373,0.144132,19.9952,0.511949,68.8319,4.72841,2161.9,113.42,805,-0.00695503,-115744,17330.7,-7.05286,-115744,,-7.05286,,52
A5,1,515.388,0.181493,20.3716,0.647666,26.405,2.25465,844.947,55.1399,345,-0.0225938,-15269.6,15630.9,-0.930458,-15269.6,,-0.930458,,268
A6,3,513.608,0.147381,20.269,0.524725,1856.54,129.031,59109.4,3138.82,20863,1.23839,16846.8,17010.6,1.02656,16846.8,,1.02656,,0
A7,1,513.722,0.142727,20.1908,0.507702,2052.29,138.516,65089.7,3356.06,23022,1.24557,18483.1,15634.3,1.12627,,18483.1,,1.12627,8
A8,1,513.795,0.147216,20.2971,0.52438,1878.99,130.337,59907.2,3175.17,21138,1.25908,16788.4,16430.6,1.02301,,16788.4,,1.02301,27.6
A9,1,513.782,0.14606,20.2475,0.51994,1947.01,134.222,61924.1,3261.51,21884,1.29285,16926.9,,1.03144,,16926.9,,1.03144,10.6
A10,1,513.762,0.145065,20.2105,0.516159,2033.87,139.431,64568.4,3381.65,22814,1.26638,18015.1,,1.09776,,18015.1,,1.09776,52
A11,1,513.51,0.145749,20.2184,0.51856,2397.86,165.084,76153.4,4005.4,26908,1.18911,22628.8,,1.37889,,22628.8,,1.37889,304
A12,3,513.558,0.143943,20.1342,0.511623,1852.56,126.334,58590.4,3051.97,20764,1.23098,16867.9,,1.02785,,16867.9,,1.02785,0
B1,1,515.291,0.141944,20.0982,0.504797,132.776,8.95002,4191.76,215.831,1520,0.0626649,24256,,1.47804,24256,,1.47804,,12.8
B2,1,515.773,0.197399,20.0365,0.701651,27.3026,2.56559,859.303,61.6739,352,-0.040522,-8686.64,,-0.529322,-8686.64,,-0.529322,,39.8
B3,1,514.635,0.148996,20.4034,0.531684,53.8729,3.77052,1726.61,92.3589,651,-0.0444825,-14635,,-0.891783,-14635,,-0.891783,,86
B4,1,515.174,0.145585,20.0854,0.517631,47.3142,3.27233,1492.76,78.8601,580,0.0119465,48549.7,,2.95838,48549.7,,2.95838,,390
B5,1,514.884,0.142608,20.063,0.506826,47.2369,3.2021,1488.66,77.0773,571,-0.0256467,-22264.1,,-1.35667,-22264.1,,-1.35667,,144
B6,2,,,,,,,,,,,,,,,,,,0
B7,1,513.849,0.145983,20.2846,0.519927,1988.89,136.868,63371.7,3332.16,22380,1.30414,17160.7,,1.04569,,17160.7,,1.04569,37.2
B8,1,513.804,0.146798,20.2503,0.522592,1915.36,132.696,60925.8,3224.9,21522,1.28717,16720.4,,1.01886,,16720.4,,1.01886,19
B9,1,513.726,0.147037,20.2552,0.523449,2227.58,154.543,70874.5,3756.79,25028,1.28474,19481.1,,1.18708,,19481.1,,1.18708,98
B10,1,513.675,0.147695,20.2863,0.525976,2264.83,157.656,72170.1,3838.56,25451,1.19188,21353.7,,1.30119,,21353.7,,1.30119,144
B11,1,513.523,0.144382,20.1801,0.513461,2558.33,174.713,81096,4230.69,28681,1.16424,24635,,1.50114,,24635,,1.50114,236
B12,2,,,,,,,,,,,,,,,,,,0
C1,1,513.613,0.146734,20.1706,0.521793,2114.7,146.827,67002,3553.71,23699,1.29611,18284.7,,1.11418,18284.7,,1.11418,,3.4
C2,1,514.08,0.140443,20.1467,0.499419,199.558,13.2768,6315.28,320.957,2265,-0.0183585,-123376,,-7.51795,-123376,,-7.51795,,30
C3,1,514.553,0.142949,20.4521,0.510388,182.251,12.2171,5855.03,299.998,2097,-0.0188923,-110997,,-6.76364,-110997,,-6.76364,,23.8
C4,1,515.215,0.147089,20.1572,0.523455,69.9376,4.87494,2214.43,117.918,827,-0.0364323,-22699.6,,-1.38321,-22699.6,,-1.38321,,98
C5,1,514.405,0.140387,19.9081,0.497852,63.1455,4.23554,1974.66,101.134,749,-0.0322835,-23200.7,,-1.41374,-23200.7,,-1.41374,,184
C6,3,513.696,0.144737,20.1667,0.514695,1713.55,117.378,54281.5,2840.39,19204,1.23616,15535.2,,0.946642,15535.2,,0.946642,,0
C7,1,513.855,0.14439,20.2346,0.513937,1791.74,122.166,56949.5,2966.61,20126,1.22414,16440.9,,1.00183,,16440.9,,1.00183,3.4
C8,1,513.883,0.142676,20.2013,0.507638,1845.99,124.517,58577.1,3018.52,20737,1.19724,17320.6,,1.05543,,17320.6,,1.05543,20.4
C9,1,513.855,0.145642,20.2231,0.518321,2012.42,138.457,63927.2,3360.23,22587,1.22969,18368,,1.11926,,18368,,1.11926,39.8
C10,1,513.766,0.146522,20.2545,0.521625,1932.63,133.618,61488.2,3248.01,21708,1.24591,17423.4,,1.0617,,17423.4,,1.0617,40
C11,1,513.531,0.142902,20.1312,0.507893,2330.86,157.815,73706.5,3811.88,26108,1.20552,21657,,1.31967,,21657,,1.31967,184
C12,3,513.534,0.145601,20.2079,0.517976,1876.98,129.142,59580,3131.65,21089,1.21686,17330.7,,1.05605,,17330.7,,1.05605,0
D1,1,514.864,0.144461,20.2636,0.514679,131.706,8.9815,4192.19,218.438,1505,0.0413281,36415.9,,2.21901,36415.9,,2.21901,,17.8
D2,1,515.158,0.140793,20.3182,0.502034,63.5569,4.21703,2028.47,102.851,751,-0.0185689,-40444,,-2.46446,-40444,,-2.46446,,22.6
D3,1,515.092,0.166679,20.4321,0.595151,61.614,4.82082,1977.48,118.261,733,-0.0440767,-16630.1,,-1.01336,-16630.1,,-1.01336,,68
D4,1,515.732,0.150815,20.1243,0.536639,68.3516,4.89211,2160.68,118.136,808,-0.0392995,-20560.1,,-1.25283,-20560.1,,-1.25283,,344
D5,1,514.842,0.152522,20.3142,0.543734,71.0524,5.10679,2267.24,124.524,836,0.0067883,123153,,7.50436,123153,,7.50436,,304
D6,2,,,,,,,,,,,,,,,,,,0
D7,1,513.951,0.144572,20.2053,0.514431,1827.82,124.918,58011.8,3028.88,20508,1.30926,15663.8,,0.954477,,15663.8,,0.954477,17.8
D8,1,513.896,0.143393,20.1655,0.509968,1800.2,122.19,57023.1,2956.68,20190,1.26392,15974.1,,0.973384,,15974.1,,0.973384,23.8
D9,1,513.895,0.143055,20.1856,0.508894,2083.29,140.974,66055.8,3414.72,23360,1.24816,18715.5,,1.14043,,18715.5,,1.14043,68
D10,1,513.711,0.142507,20.1512,0.506673,2272.57,153.356,71934.7,3708.05,25477,1.22669,20769,,1.26556,,20769,,1.26556,126
D11,1,513.521,0.146014,20.2284,0.519572,2474.46,170.61,78625,4141.61,27776,1.24264,22352.4,,1.36205,,22352.4,,1.36205,344
D12,2,,,,,,,,,,,,,,,,,,0
E1,1,513.988,0.146877,20.2262,0.522778,1759.27,122.065,55894.2,2962.89,19769,1.0029,19711.7,,1.20114,19711.7,,1.20114,,5.6
E2,1,514.2,0.144647,20.2367,0.514975,372.823,25.4696,11851.2,618.567,4210,0.0541841,77698.1,,4.73455,77698.1,,4.73455,,10.6
E3,1,514.588,0.144301,20.2931,0.514218,226.096,15.3831,7207.13,374.691,2589,0.00399614,647876,,39.4784,647876,,39.4784,,14
E4,1,514.767,0.14403,20.4294,0.514168,130.385,8.81441,4184.12,216.196,1519,-0.00128734,-1.17996e+06,,-71.9008,-1.17996e+06,,-71.9008,,40
E5,1,514.286,0.14844,20.1266,0.527788,96.6335,6.80086,3055.04,164.237,1121,0.142521,7865.52,,0.479287,7865.52,,0.479287,,208
E6,3,513.776,0.144522,20.1735,0.513996,1661.39,113.615,52646.6,2750.29,18632,1.19199,15630.9,,0.952474,15630.9,,0.952474,,0
E7,1,514,0.145283,20.2687,0.517379,1845.72,126.489,58763.8,3076.99,20758,1.27972,16220.8,,0.988416,,16220.8,,0.988416,5.6
E8,1,514,0.146667,20.2925,0.522462,1678.41,116.024,53500.1,2825.87,18884,1.26326,14948.7,,0.910901,,14948.7,,0.910901,14
E9,1,513.928,0.14435,20.2327,0.513806,1798.62,122.615,57162.8,2977.24,20206,1.21452,16637,,1.01378,,16637,,1.01378,12.8
E10,1,513.776,0.144911,20.2211,0.515683,2244,153.618,71276.5,3727.77,25192,1.21768,20688.6,,1.26066,,20688.6,,1.26066,86
E11,1,513.539,0.1461,20.2269,0.519873,2331.46,160.856,74075.9,3904.52,26175,1.18131,22157.6,,1.35018,,22157.6,,1.35018,208
E12,3,513.572,0.14665,20.26,0.522054,1806.71,124.981,57497.4,3038.89,20333,1.19531,17010.6,,1.03655,,17010.6,,1.03655,0
F1,1,515.19,0.14501,20.2016,0.516332,92.6924,6.35987,2941.37,154.189,1077,0.0162311,66354.1,,4.0433,66354.1,,4.0433,,15.4
F2,1,515.994,0.17911,20.01,0.636504,39.7792,3.39523,1250.32,81.5059,485,-0.0459536,-10554.1,,-0.643117,-10554.1,,-0.643117,,27.6
F3,1,514.719,0.143003,20.3173,0.509783,90.8116,6.11848,2898.19,149.215,1067,-0.020779,-51349.9,,-3.12901,-51349.9,,-3.12901,,76
F4,1,515.235,0.143228,20.4928,0.511842,69.9036,4.6907,2250.19,115.425,831,-0.0467187,-17787.3,,-1.08387,-17787.3,,-1.08387,,236
F5,1,515.129,0.152036,20.5356,0.543576,43.5588,3.09798,1405.09,76.3979,532,-0.015888,-33484.5,,-2.04038,-33484.5,,-2.04038,,126
F6,2,,,,,,,,,,,,,,,,,,0
F7,1,513.88,0.142224,20.1518,0.505722,1976.78,133.144,62573.7,3219.45,22155,1.27446,17383.8,,1.05929,,17383.8,,1.05929,30
F8,1,513.921,0.146254,20.2749,0.520853,1839.7,126.886,58590.2,3087.6,20686,1.18166,17505.8,,1.06672,,17505.8,,1.06672,22.6
F9,1,513.844,0.144957,20.2255,0.515897,2090.18,143.118,66405.3,3473.78,23466,1.18854,19743.6,,1.20308,,19743.6,,1.20308,76
F10,1,513.606,0.145324,20.2732,0.517428,2292.71,157.099,73011.5,3822.41,25769,1.1816,21808.7,,1.32891,,21808.7,,1.32891,442
F11,1,513.596,0.142537,20.1177,0.506533,2400.99,162.231,75873.3,3915.85,26867,1.19878,22412,,1.36568,,22412,,1.36568,162
F12,2,,,,,,,,,,,,,,,,,,0
G1,1,514.325,0.143688,20.1727,0.511195,516.512,35.1322,16366.8,850.44,5822,0.266186,21871.9,,1.33277,21871.9,,1.33277,,8
G2,1,515.227,0.138225,19.7715,0.489576,82.497,5.47746,2562.1,129.861,949,-0.0311117,-30502.9,,-1.8587,-30502.9,,-1.8587,,20.4
G3,1,514.877,0.147882,20.7963,0.530356,85.7393,5.87908,2800.82,146.893,1023,-0.0609411,-16786.7,,-1.0229,-16786.7,,-1.0229,,25.2
G4,1,515.432,0.140666,20.3814,0.502047,55.5909,3.67784,1779.74,89.9909,673,-0.0134855,-49905.4,,-3.04099,-49905.4,,-3.04099,,60
G5,1,514.86,0.138549,19.9983,0.492004,65.2844,4.30922,2050.8,103.379,763,-0.0250363,-30475.7,,-1.85704,-30475.7,,-1.85704,,112
G6,3,513.602,0.145153,20.1298,0.515907,1612.51,110.908,50987.1,2678.71,18049,1.15445,15634.3,,0.952676,15634.3,,0.952676,,0
G7,1,513.714,0.143161,20.1616,0.509062,1634.86,110.789,51775.6,2680.23,18357,1.18493,15492,,0.944009,,15492,,0.944009,1
G8,1,513.817,0.14598,20.2773,0.519857,1825.68,125.663,58150.8,3058.21,20537,1.20888,16988.5,,1.03519,,16988.5,,1.03519,25.2
G9,1,513.807,0.146569,20.2371,0.521695,1873.24,129.635,59547.1,3148.38,21032,1.21023,17378.5,,1.05896,,17378.5,,1.05896,32.4
G10,1,513.726,0.145794,20.2433,0.518951,1975.43,135.948,62814.8,3302.73,22198,1.17041,18966,,1.15569,,18966,,1.15569,60
G11,1,513.633,0.145731,20.3045,0.519085,2111.23,144.916,67335.8,3531.63,23768,1.1747,20233.2,,1.23291,,20233.2,,1.23291,112
G12,3,513.553,0.145514,20.2365,0.517854,1610.88,110.659,51205.8,2687.4,18122,1.10294,16430.6,,1.0012,,16430.6,,1.0012,0
H1,1,515.892,0.135924,20.4056,0.485387,66.0499,4.22017,2117.1,103.391,789,0.0175569,44939.6,,2.7384,44939.6,,2.7384,,35
H2,1,515.463,0.147555,20.5797,0.52794,55.0577,3.79556,1779.82,93.8107,669,-0.00807646,-82833.3,,-5.04746,-82833.3,,-5.04746,,37.2
H3,1,514.826,0.141841,20.6047,0.507469,71.5793,4.73754,2316.72,117.237,860,-0.0397286,-21646.9,,-1.31906,-21646.9,,-1.31906,,46
H4,1,515.226,0.152171,19.5385,0.537427,47.9282,3.53271,1470.97,82.7301,583,-0.0272968,-21357.8,,-1.30144,-21357.8,,-1.30144,,442
H5,1,515.766,0.157202,21.2364,0.567171,33.3915,2.40083,1113.87,61.31,431,-0.0210452,-20479.8,,-1.24794,-20479.8,,-1.24794,,162
H6,2,,,,,,,,,,,,,,,,,,0
H7,1,513.829,0.143283,20.191,0.509716,1786.15,121.031,56649.5,2932.46,20046,1.20248,16670.5,,1.01582,,16670.5,,1.01582,35
H8,1,513.799,0.142059,20.1532,0.505117,1656.33,111.418,52433.7,2694.32,18576,1.16952,15883.4,,0.967856,,15883.4,,0.967856,15.4
H9,1,513.711,0.148915,20.29,0.530359,1983.19,139.178,63207,3389.3,22310,1.24618,17902.6,,1.0909,,17902.6,,1.0909,46
H10,1,513.595,0.142226,20.1641,0.505718,2414.28,162.512,76469.1,3932.02,27060,1.20348,22484.7,,1.37011,,22484.7,,1.37011,268
H11,1,513.248,0.142996,20.1827,0.508458,2692.96,182.089,85374.8,4409.83,30221,1.0643,28395.3,,1.73027,,28395.3,,1.73027,390
H12,2,,,,,,,,,,,,,,,,,,0
