PS0519_SL02_wellLabel,PS0519_SL02_wallTag,PS0519_SL02_PL_pos,PS0519_SL02_PL_pos_s,PS0519_SL02_PL_FWHM,PS0519_SL02_PL_FWHM_s,PS0519_SL02_PL_height,PS0519_SL02_PL_height_s,PS0519_SL02_PL_area,PS0519_SL02_PL_area_s,PS0519_SL02_PL_sum,PS0519_SL02_PL_OD390,'PS0519_SL02_PL_sum/OD390',PS0519_SL02_PL_ref_sum,PS0519_SL02_PL_ref_OD390,'PS0519_SL02_PL_ref_sum/OD390',PS0519_SL02_PL_FOM,PS0519_SL02_PL_sum_a,PS0519_SL02_PL_sum_b,PS0519_SL02_PL_OD390_a,PS0519_SL02_PL_OD390_b,'PS0519_SL02_PL_sum/OD390_a','PS0519_SL02_PL_sum/OD390_b',PS0519_SL02_PL_FOM_a,PS0519_SL02_PL_FOM_b,PS0519_SL02_conc
A1,1,509.507,0.15062,21.5675,0.586502,33742.1,2509.86,1.14312e+06,65810.6,385048,1.24564,309118,400162,1.26642,315978,0.911958,385048,,1.24564,,309118,,0.911958,,3.4
A2,1,509.739,0.15013,21.7861,0.586735,40316.4,2972.25,1.37969e+06,78765,463421,1.38039,335718,434821,1.33802,324974,0.990433,463421,,1.38039,,335718,,0.990433,,27.2
A3,1,509.841,0.147907,21.8043,0.578226,43751.7,3176.28,1.4985e+06,84245.8,503182,1.39166,361569,451702,1.34806,335076,1.0667,503182,,1.39166,,361569,,1.0667,,45.8
A4,1,509.516,0.140909,21.5467,0.548498,50323.2,3503.8,1.70321e+06,91779.6,576706,1.34516,428728,433555,1.27197,340854,1.26483,576706,,1.34516,,428728,,1.26483,,216
A5,1,509.52,0.145806,21.7413,0.569404,51843.1,3716.19,1.7705e+06,98266.7,596873,1.38125,432126,414234,1.24107,333771,1.27486,596873,,1.38125,,432126,,1.27486,,1482
A6,3,509.668,0.147736,21.5975,0.575567,35024.7,2553.42,1.18822e+06,67050.6,400162,1.26642,315978,407068,1.14166,356557,0.932199,400162,,1.26642,,315978,,0.932199,,0
A7,1,509.768,0.144824,21.5698,0.563963,36945,2642.25,1.25176e+06,69289.7,422030,1.31769,320280,405862,1.13649,357117,0.94489,,422030,,1.31769,,320280,,0.94489,2.8
A8,1,509.979,0.144893,21.6411,0.564907,40554.4,2896.39,1.3786e+06,76218.1,464047,1.41603,327710,425819,1.22589,347355,0.96681,,464047,,1.41603,,327710,,0.96681,32.4
A9,1,509.93,0.146703,21.7208,0.572723,41371.1,2985.44,1.41154e+06,78865.4,474388,1.41379,335544,,,,0.989921,,474388,,1.41379,,335544,,0.989921,19.2
A10,1,509.45,0.148745,21.5069,0.578616,37908.8,2789.14,1.28067e+06,72917.6,430987,1.24902,345060,,,,1.01799,,430987,,1.24902,,345060,,1.01799,156
A11,1,509.456,0.151251,21.5884,0.589161,36361.5,2714.54,1.23305e+06,71249.7,413928,1.25893,328794,,,,0.970007,,413928,,1.25893,,328794,,0.970007,258
A12,3,509.62,0.145459,21.5598,0.566337,38069,2735.26,1.28924e+06,71693.9,434821,1.33802,324974,,,,0.958738,,434821,,1.33802,,324974,,0.958738,0
B1,1,509.529,0.146013,21.5609,0.5685,34571.1,2493.31,1.17085e+06,65355.6,395059,1.30604,302487,,,,0.892395,395059,,1.30604,,302487,,0.892395,,4.8
B2,1,509.754,0.147261,21.7071,0.574764,42307.3,3065.67,1.44257e+06,80930.9,485538,1.31094,370373,,,,1.09267,485538,,1.31094,,370373,,1.09267,,54.4
B3,1,509.574,0.147352,21.7913,0.575924,50688.1,3667.21,1.73504e+06,97206,583484,1.30269,447908,,,,1.32142,583484,,1.30269,,447908,,1.32142,,186
B4,1,509.583,0.142528,21.6782,0.556019,50841.3,3568.29,1.73125e+06,94068,584614,1.31664,444018,,,,1.30994,584614,,1.31664,,444018,,1.30994,,312
B5,1,509.65,0.146101,21.8612,0.571701,50868.9,3642.52,1.74681e+06,96876.9,587077,1.28932,455340,,,,1.34334,587077,,1.28932,,455340,,1.34334,,522
B6,2,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,509.841,0.151271,21.7595,0.590934,35712.9,2654.7,1.22066e+06,70259.6,409547,1.33668,306390,,,,0.903912,,409547,,1.33668,,306390,,0.903912,4.8
B8,1,510.036,0.148374,21.7995,0.580006,39684.1,2890.44,1.35889e+06,76646.6,455604,1.38215,329634,,,,0.972485,,455604,,1.38215,,329634,,0.972485,54.4
B9,1,509.571,0.145353,21.4355,0.564755,41645.9,2999.91,1.40225e+06,78154.5,473125,1.31815,358932,,,,1.05892,,473125,,1.31815,,358932,,1.05892,186
B10,1,509.483,0.150098,21.4784,0.583605,34026,2528.14,1.14798e+06,66002.4,386204,1.20894,319458,,,,0.942463,,386204,,1.20894,,319458,,0.942463,438
B11,1,509.611,0.151035,21.464,0.587112,31184.4,2332.39,1.0514e+06,60848.9,354088,1.21438,291580,,,,0.860219,,354088,,1.21438,,291580,,0.860219,1050
B12,2,,,,,,,,,,,,,,,,,,,,,,,,0
C1,1,509.507,0.142574,21.4023,0.55365,37482.6,2650.72,1.26011e+06,68945,426373,1.27688,333917,,,,0.985122,426373,,1.27688,,333917,,0.985122,,4
C2,1,509.672,0.146312,21.6383,0.570406,39314.6,2835.51,1.33628e+06,74605.9,449756,1.32378,339751,,,,1.00233,449756,,1.32378,,339751,,1.00233,,9.6
C3,1,509.844,0.145824,21.7087,0.569174,42323.5,3036.8,1.44323e+06,80175.3,485641,1.3671,355235,,,,1.04801,485641,,1.3671,,355235,,1.04801,,32.4
C4,1,509.556,0.146988,21.7225,0.57384,46765.4,3381.03,1.59571e+06,89322.9,537464,1.27989,419930,,,,1.23888,537464,,1.27989,,419930,,1.23888,,108
C5,1,509.639,0.145477,21.7515,0.568221,49542.2,3542.34,1.69272e+06,93716,570361,1.27915,445891,,,,1.31547,570361,,1.27915,,445891,,1.31547,,366
C6,3,509.849,0.147727,21.6753,0.576282,39446.4,2869.8,1.34305e+06,75643.5,451702,1.34806,335076,,,,0.988539,451702,,1.34806,,335076,,0.988539,,0
C7,1,509.943,0.145841,21.6935,0.569098,38292.5,2748.98,1.30486e+06,72523.1,438997,1.37366,319581,,,,0.942826,,438997,,1.37366,,319581,,0.942826,3.4
C8,1,509.966,0.146815,21.6293,0.572287,37740.5,2732.02,1.28224e+06,71851.4,431622,1.37597,313686,,,,0.925437,,431622,,1.37597,,313686,,0.925437,9.6
C9,1,510.075,0.147944,21.7868,0.578204,39408.7,2863,1.34867e+06,75872.5,452412,1.40218,322649,,,,0.951877,,452412,,1.40218,,322649,,0.951877,38.4
C10,1,509.59,0.148199,21.5629,0.577035,38519.6,2819.55,1.30469e+06,73914.3,438695,1.28709,340841,,,,1.00555,,438695,,1.28709,,340841,,1.00555,78
C11,1,509.468,0.148772,21.4174,0.577861,32172.3,2373.13,1.08235e+06,61770.4,364710,1.24462,293029,,,,0.864495,,364710,,1.24462,,293029,,0.864495,882
C12,3,509.641,0.144561,21.4992,0.562275,38003.9,2718.06,1.28343e+06,71033.1,433555,1.27197,340854,,,,1.00559,,433555,,1.27197,,340854,,1.00559,0
D1,1,509.461,0.146653,21.556,0.570946,35781.3,2592.23,1.21156e+06,67932.4,408065,1.24143,328707,,,,0.96975,408065,,1.24143,,328707,,0.96975,,2
D2,1,509.706,0.145421,21.656,0.567102,41592.8,2980.2,1.41487e+06,78480.1,476711,1.3514,352754,,,,1.04069,476711,,1.3514,,352754,,1.04069,,22.8
D3,1,509.564,0.147016,21.696,0.573698,47211.8,3416.31,1.60898e+06,90139.4,541958,1.26345,428952,,,,1.26549,541958,,1.26345,,428952,,1.26549,,78
D4,1,509.595,0.143244,21.6284,0.558351,52984.4,3742.24,1.80008e+06,98415.8,608155,1.31781,461491,,,,1.36149,608155,,1.31781,,461491,,1.36149,,624
D5,1,509.722,0.144191,21.8019,0.563673,53239.7,3768.19,1.82326e+06,99933.6,613850,1.3972,439342,,,,1.29615,613850,,1.3972,,439342,,1.29615,,1764
D6,2,,,,,,,,,,,,,,,,,,,,,,,,0
D7,1,510.056,0.148363,21.7284,0.579277,38778.3,2829.44,1.32353e+06,74771.8,444767,1.43308,310358,,,,0.915616,,444767,,1.43308,,310358,,0.915616,5.6
D8,1,510.002,0.14721,21.6399,0.573927,39500.3,2866.3,1.34269e+06,75421.9,451931,1.44466,312828,,,,0.922904,,451931,,1.44466,,312828,,0.922904,13.6
D9,1,509.751,0.144405,21.4933,0.561616,39532.3,2824.79,1.33467e+06,73800.6,450188,1.34904,333709,,,,0.984508,,450188,,1.34904,,333709,,0.984508,66
D10,1,509.496,0.15114,21.4569,0.587447,33478.4,2506.14,1.12837e+06,65359.4,379909,1.21955,311517,,,,0.919036,,379909,,1.21955,,311517,,0.919036,624
D11,1,509.354,0.149495,21.4718,0.581188,36862,2728.29,1.24327e+06,71204.5,418539,1.23128,339921,,,,1.00283,,418539,,1.23128,,339921,,1.00283,366
D12,2,,,,,,,,,,,,,,,,,,,,,,,,0
E1,1,509.555,0.147611,21.6398,0.575481,35699.7,2597.53,1.21349e+06,68349.3,408169,1.22049,334430,,,,0.986633,408169,,1.22049,,334430,,0.986633,,5.6
E2,1,509.712,0.146276,21.6466,0.570347,40097.2,2890.64,1.3634e+06,76086.8,459029,1.30377,352078,,,,1.0387,459029,,1.30377,,352078,,1.0387,,11.4
E3,1,509.754,0.144794,21.5915,0.564051,38611.5,2759.29,1.30954e+06,72435.6,441344,1.26025,350202,,,,1.03317,441344,,1.26025,,350202,,1.03317,,8
E4,1,509.674,0.148021,21.8568,0.579174,48322.3,3506.04,1.65903e+06,93227.5,557408,1.31985,422326,,,,1.24595,557408,,1.31985,,422326,,1.24595,,132
E5,1,509.711,0.143762,21.7569,0.561574,50744,3585.02,1.7342e+06,94869.6,584405,1.35313,431892,,,,1.27417,584405,,1.35313,,431892,,1.27417,,438
E6,3,509.821,0.146467,21.581,0.570467,36269.7,2622.61,1.22951e+06,68812.1,414234,1.24107,333771,,,,0.984692,414234,,1.24107,,333771,,0.984692,,0
E7,1,509.885,0.145836,21.6279,0.568455,35932.5,2583.87,1.22073e+06,67950.6,411045,1.33434,308050,,,,0.908809,,411045,,1.33434,,308050,,0.908809,2.4
E8,1,510.159,0.147193,21.8029,0.575421,37514.3,2710.4,1.28479e+06,71884.3,430824,1.37783,312682,,,,0.922474,,430824,,1.37783,,312682,,0.922474,45.8
E9,1,510.092,0.146096,21.662,0.569793,38346.5,2759.93,1.3048e+06,72700.8,439079,1.32817,330590,,,,0.975306,,439079,,1.32817,,330590,,0.975306,27.2
E10,1,509.522,0.145692,21.5079,0.566752,37007.6,2666.89,1.25028e+06,69725,421390,1.19,354110,,,,1.0447,,421390,,1.19,,354110,,1.0447,108
E11,1,509.945,0.150648,21.4642,0.585616,28255.6,2107.93,952660,54993.7,321387,1.19414,269138,,,,0.794009,,321387,,1.19414,,269138,,0.794009,1764
E12,3,509.654,0.144433,21.5634,0.562379,35611.1,2540.39,1.20621e+06,66598,407068,1.14166,356557,,,,1.05191,,407068,,1.14166,,356557,,1.05191,0
F1,1,509.522,0.146792,21.5731,0.571651,35596.7,2580.16,1.20626e+06,67672.2,406292,1.22334,332116,,,,0.979807,406292,,1.22334,,332116,,0.979807,,2.8
F2,1,509.667,0.146096,21.6266,0.569451,38275.7,2757.34,1.30026e+06,72507.9,438042,1.21837,359531,,,,1.06069,438042,,1.21837,,359531,,1.06069,,16.2
F3,1,509.626,0.143134,21.6018,0.557676,49075.9,3465.95,1.66524e+06,91031.8,562274,1.29207,435173,,,,1.28385,562274,,1.29207,,435173,,1.28385,,90
F4,1,509.573,0.145072,21.7731,0.566839,50877.8,3625.68,1.74008e+06,96020.6,585848,1.24845,469262,,,,1.38442,585848,,1.24845,,469262,,1.38442,,258
F5,1,509.66,0.145484,21.7997,0.568706,48196.3,3442,1.65038e+06,91273.4,555640,1.22897,452117,,,,1.33383,555640,,1.22897,,452117,,1.33383,,1248
F6,2,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,509.929,0.144629,21.5453,0.562977,38045.8,2719.07,1.2876e+06,71219.5,434301,1.28314,338466,,,,0.998542,,434301,,1.28314,,338466,,0.998542,6.8
F8,1,509.933,0.148566,21.6551,0.579358,36847.2,2697.33,1.25338e+06,71028,421158,1.29236,325884,,,,0.961421,,421158,,1.29236,,325884,,0.961421,8
F9,1,509.447,0.152153,21.5483,0.592277,34988.1,2630.34,1.18428e+06,68905.2,397776,1.19279,333483,,,,0.983841,,397776,,1.19279,,333483,,0.983841,216
F10,1,509.494,0.147525,21.3921,0.572778,33216.1,2431.22,1.11614e+06,63204.2,376441,1.15283,326537,,,,0.963348,,376441,,1.15283,,326537,,0.963348,738
F11,1,509.635,0.14909,21.3492,0.578445,28457.9,2107.47,954342,54672.5,322326,1.12076,287595,,,,0.848463,,322326,,1.12076,,287595,,0.848463,1248
F12,2,,,,,,,,,,,,,,,,,,,,,,,,0
G1,1,509.549,0.146861,21.5553,0.571752,33921.2,2461.03,1.14854e+06,64491.8,387239,1.13517,341129,,,,1.0064,387239,,1.13517,,341129,,1.0064,,6.8
G2,1,509.715,0.146376,21.6952,0.5712,39803.1,2867.76,1.35644e+06,75663,456650,1.27971,356838,,,,1.05274,456650,,1.27971,,356838,,1.05274,,19.2
G3,1,509.729,0.145233,21.66,0.566405,41013.6,2934.58,1.39542e+06,77293.9,469896,1.26936,370182,,,,1.09211,469896,,1.26936,,370182,,1.09211,,13.6
G4,1,509.538,0.144385,21.6436,0.562937,47370.2,3371.01,1.61047e+06,88718.2,543499,1.22715,442896,,,,1.30663,543499,,1.22715,,442896,,1.30663,,156
G5,1,509.604,0.145281,21.7626,0.567559,49737.4,3550.48,1.70025e+06,93981.5,572978,1.26802,451869,,,,1.3331,572978,,1.26802,,451869,,1.3331,,738
G6,3,509.701,0.147761,21.6049,0.575734,35508.8,2588.64,1.20506e+06,68000.1,405862,1.13649,357117,,,,1.05357,405862,,1.13649,,357117,,1.05357,,0
G7,1,509.76,0.146134,21.6147,0.569492,33660.9,2426.31,1.14286e+06,63766.1,385038,1.14827,335321,,,,0.989263,,385038,,1.14827,,335321,,0.989263,2
G8,1,510.021,0.145491,21.683,0.567634,38688,2771.47,1.3177e+06,73079.2,443236,1.30449,339778,,,,1.00241,,443236,,1.30449,,339778,,1.00241,22.8
G9,1,509.921,0.145878,21.6102,0.568453,36992.6,2662.1,1.25572e+06,69947.8,422982,1.24542,339631,,,,1.00198,,422982,,1.24542,,339631,,1.00198,11.4
G10,1,509.42,0.145541,21.48,0.565897,36680.3,2642.48,1.23762e+06,68992.7,417030,1.14522,364148,,,,1.07431,,417030,,1.14522,,364148,,1.07431,132
G11,1,509.783,0.152753,21.4525,0.59368,27566.8,2085.92,928933,54388.3,312930,1.18119,264927,,,,0.781586,,312930,,1.18119,,264927,,0.781586,1482
G12,3,509.6,0.146334,21.5666,0.569808,37246.8,2691.82,1.2618e+06,70578.4,425819,1.22589,347355,,,,1.02477,,425819,,1.22589,,347355,,1.02477,0
H1,1,509.621,0.146244,21.579,0.569578,35397.9,2555.79,1.19985e+06,67052.6,404421,1.20444,335774,,,,0.9906,404421,,1.20444,,335774,,0.9906,,2.4
H2,1,509.827,0.146054,21.7533,0.570497,38897.4,2792.15,1.32912e+06,73875.4,446900,1.28983,346479,,,,1.02218,446900,,1.28983,,346479,,1.02218,,38.4
H3,1,509.638,0.144694,21.6703,0.564399,43538.2,3102.82,1.48202e+06,81765.9,499739,1.17324,425948,,,,1.25663,499739,,1.17324,,425948,,1.25663,,66
H4,1,509.603,0.144424,21.7868,0.564437,51256.1,3635.03,1.75412e+06,96332.2,591105,1.24941,473107,,,,1.39576,591105,,1.24941,,473107,,1.39576,,1050
H5,1,509.626,0.14345,21.8423,0.561153,52063.7,3662.21,1.78629e+06,97312.1,601446,1.21989,493033,,,,1.45454,601446,,1.21989,,493033,,1.45454,,882
H6,2,,,,,,,,,,,,,,,,,,,,,,,,0
H7,1,509.824,0.145367,21.5726,0.566107,35330.5,2536.08,1.19722e+06,66514.8,403578,1.15982,347967,,,,1.02657,,403578,,1.15982,,347967,,1.02657,4
H8,1,509.937,0.146889,21.6559,0.572829,38146.5,2760.87,1.29763e+06,72704.3,436596,1.24466,350775,,,,1.03485,,436596,,1.24466,,350775,,1.03485,16.2
H9,1,509.461,0.14711,21.4952,0.572145,38439.8,2797.99,1.2979e+06,73107.2,437591,1.17154,373519,,,,1.10195,,437591,,1.17154,,373519,,1.10195,90
H10,1,509.45,0.148686,21.5209,0.57852,33296.4,2447.9,1.12558e+06,64040.1,378348,1.12059,337632,,,,0.996082,,378348,,1.12059,,337632,,0.996082,522
H11,1,509.326,0.150297,21.5274,0.584846,35367.5,2627.85,1.19596e+06,68769.9,402377,1.17233,343228,,,,1.01259,,402377,,1.17233,,343228,,1.01259,312
H12,2,,,,,,,,,,,,,,,,,,,,,,,,0
